sample-id	input	filtered	percentage of input passed filter	denoised	merged	percentage of input merged	non-chimeric	percentage of input non-chimeric	Experiment	Date	Port	Pesticide.Sample	Neonictinoids	Organophosphates	Pyrethroids	Sample.time	AM.PM	Number	Vol.filtered.mL	Temp	Conductivity	Turbidity.NTU	Nitrates.mgL	DO	DO.mg.L	pH	Salinity	Total.vol.gal	Wind.direction	Wind.ms	H2O.use	cloud.cover	Ambient.temperature	SampleType	Dosing
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric																											
BR1D104	51054	16933	33.17	15863	14036	27.49	11021	21.59			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D105	38632	11641	30.13	11104	10540	27.28	7746	20.05			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D106	44730	12546	28.05	11560	10224	22.86	8208	18.35			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D107	63301	19559	30.9	17990	15564	24.59	11905	18.81			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D108	53197	17496	32.89	16205	13933	26.19	11861	22.3			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D109	49431	14120	28.57	12988	11764	23.8	8648	17.5			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D110	33900	10578	31.2	9711	8546	25.21	7268	21.44			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D111	24752	7884	31.85	7872	7719	31.19	6303	25.46			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D112	21173	6068	28.66	6021	5742	27.12	5218	24.64			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D114	21295	6385	29.98	6344	6094	28.62	5203	24.43			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D116	31271	8924	28.54	8864	8283	26.49	6896	22.05			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D117	23101	7167	31.02	7141	6850	29.65	5759	24.93			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D118	27394	9736	35.54	9685	9323	34.03	7857	28.68			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D119	27602	10143	36.75	10099	9742	35.29	7804	28.27			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D120	28515	8939	31.35	8905	8785	30.81	6650	23.32			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D121	23508	7605	32.35	7591	7493	31.87	6125	26.05			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D122	21398	6481	30.29	6465	6378	29.81	5338	24.95			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D123	25280	7606	30.09	7582	7483	29.6	6204	24.54			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D124	16387	5024	30.66	5013	4937	30.13	4302	26.25			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D125	25733	7819	30.39	7791	7654	29.74	6317	24.55			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D126	24884	8147	32.74	8125	8038	32.3	6618	26.6			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D127	19461	2903	14.92	2883	2841	14.6	2304	11.84			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D128	30373	9592	31.58	9547	9408	30.97	7183	23.65			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D129	38674	11820	30.56	11780	11619	30.04	9244	23.9			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D130	30633	8553	27.92	8540	8452	27.59	7018	22.91			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D131	32283	7890	24.44	7871	7801	24.16	6307	19.54			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D132	24158	6005	24.86	5916	5797	24	5115	21.17			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D133	24691	6871	27.83	6813	6640	26.89	5582	22.61			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D134	30904	7526	24.35	7471	7414	23.99	6160	19.93			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D135	27250	7135	26.18	7104	6980	25.61	5631	20.66			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D136	34621	12866	37.16	12831	12655	36.55	10349	29.89			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D137	34297	12668	36.94	12608	12189	35.54	9540	27.82			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D138	37242	11612	31.18	11527	11328	30.42	8746	23.48			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D139	18952	5397	28.48	5337	5093	26.87	4882	25.76			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D140	31998	11309	35.34	11218	10763	33.64	9421	29.44			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1D141	24988	8915	35.68	8849	8478	33.93	7610	30.45			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1DS2	26165	7679	29.35	7610	6779	25.91	6026	23.03			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1DS3	51	10	19.61	9	0	0	0	0			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1DS4	26183	7540	28.8	7470	6536	24.96	5899	22.53			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1DS5	24603	7020	28.53	6948	6123	24.89	5279	21.46			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P001	8853	2754	31.11	2745	2733	30.87	2377	26.85			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P002	10708	3747	34.99	3740	3724	34.78	3207	29.95			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P003	27292	9311	34.12	9295	9256	33.91	8051	29.5			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P004	78306	24747	31.6	24683	24450	31.22	15801	20.18			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P005	23952	8624	36.01	8574	8501	35.49	6694	27.95			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P006	18207	6787	37.28	6752	6661	36.58	5490	30.15			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P007	3832	1223	31.92	1218	1204	31.42	953	24.87			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P008	20741	4371	21.07	4341	4271	20.59	3319	16			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P009	14053	3692	26.27	3688	3665	26.08	3143	22.37			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P010	13983	2255	16.13	2246	2216	15.85	1712	12.24			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P011	8002	2949	36.85	2945	2911	36.38	2570	32.12			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P012	38251	11900	31.11	11852	11662	30.49	9345	24.43			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P013	21384	6852	32.04	6847	6804	31.82	5527	25.85			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P014	11156	3240	29.04	3225	3199	28.68	2659	23.83			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P015	83013	28766	34.65	28677	28474	34.3	20030	24.13			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P016	19531	6359	32.56	6086	5993	30.68	5165	26.45			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P017	34163	8959	26.22	8950	8931	26.14	6450	18.88			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P018	18356	5743	31.29	5737	5728	31.21	4887	26.62			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P019	13405	3680	27.45	3671	3667	27.36	3159	23.57			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P020	31615	10878	34.41	10862	10843	34.3	9106	28.8			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P021	19504	5998	30.75	5986	5978	30.65	5135	26.33			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P022	33987	12437	36.59	12411	12366	36.38	10550	31.04			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P023	18821	6257	33.24	6241	6185	32.86	5261	27.95			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P025	44430	9122	20.53	9113	9083	20.44	7467	16.81			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P026	37264	6081	16.32	6057	6042	16.21	5040	13.53			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P027	10834	3570	32.95	3559	3548	32.75	3013	27.81			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P028	21502	7132	33.17	7112	7093	32.99	5876	27.33			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P029	14162	4409	31.13	4405	4383	30.95	3865	27.29			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P031	17837	6590	36.95	6579	6572	36.84	5542	31.07			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P032	21807	6979	32	6964	6911	31.69	5533	25.37			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P033	18451	5732	31.07	5726	5706	30.93	4629	25.09			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P034	28951	9972	34.44	9953	9857	34.05	7614	26.3			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P035	32790	9954	30.36	9919	9905	30.21	7909	24.12			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P036	12663	4082	32.24	4067	4056	32.03	3302	26.08			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P037	23883	7446	31.18	7434	7425	31.09	6305	26.4			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P038	20282	7253	35.76	7243	7210	35.55	5588	27.55			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P039	27270	8827	32.37	8815	8794	32.25	6449	23.65			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P040	12012	3573	29.75	3562	3553	29.58	2886	24.03			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P041	29456	10099	34.29	10084	10059	34.15	7853	26.66			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P042	18359	5674	30.91	5660	5640	30.72	4523	24.64			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P043	24071	3771	15.67	3764	3733	15.51	2894	12.02			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P044	33671	9579	28.45	9568	9507	28.23	7502	22.28			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P045	23820	5275	22.15	5238	5203	21.84	3637	15.27			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P046	21515	6190	28.77	6171	6132	28.5	4740	22.03			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P047	6414	2039	31.79	2028	1992	31.06	1642	25.6			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P048	14098	4941	35.05	4929	4892	34.7	4138	29.35			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P049	30848	11421	37.02	11393	11200	36.31	7990	25.9			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P050	41985	14053	33.47	13981	13705	32.64	10074	23.99			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P051	22690	7226	31.85	7202	7131	31.43	6125	26.99			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P052	42780	15673	36.64	15619	15391	35.98	11729	27.42			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P053	27771	8102	29.17	8051	7916	28.5	6175	22.24			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P054	60402	19098	31.62	19060	18779	31.09	13814	22.87			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P055	2218	497	22.41	493	490	22.09	417	18.8			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P056	132127	42820	32.41	42688	42106	31.87	26977	20.42			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P057	31735	10271	32.36	10229	10076	31.75	7971	25.12			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P058	15375	4565	29.69	4541	4466	29.05	3408	22.17			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P059	17866	6235	34.9	6223	6192	34.66	5123	28.67			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P060	88102	31422	35.67	31347	30982	35.17	22946	26.04			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P061	36741	11085	30.17	11022	10932	29.75	8824	24.02			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P062	18494	5774	31.22	5753	5687	30.75	4729	25.57			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P063	21257	2572	12.1	2564	2534	11.92	2202	10.36			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P064	17222	4548	26.41	4537	4518	26.23	3923	22.78			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P065	25813	7821	30.3	7794	7726	29.93	6011	23.29			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P066	15368	4467	29.07	4459	4435	28.86	3922	25.52			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P067	18132	6124	33.77	6116	6091	33.59	5346	29.48			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P068	12780	3281	25.67	3271	3233	25.3	2785	21.79			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P069	17424	4311	24.74	4298	4260	24.45	3695	21.21			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P070	13006	3023	23.24	3008	2975	22.87	2608	20.05			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P071	2587	603	23.31	599	575	22.23	505	19.52			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P072	2421	534	22.06	533	508	20.98	449	18.55			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P073	16657	4330	26	4319	4274	25.66	3623	21.75			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P074	22281	6335	28.43	6330	6277	28.17	5210	23.38			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P075	16914	5462	32.29	5440	5390	31.87	4367	25.82			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P076	23047	7992	34.68	7976	7938	34.44	5940	25.77			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P077	23819	8059	33.83	7997	7946	33.36	6266	26.31			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P079	10806	2487	23.01	2475	2453	22.7	2170	20.08			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P080	43232	14730	34.07	14714	14645	33.88	11904	27.54			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P081	21997	7607	34.58	7599	7560	34.37	6456	29.35			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P082	24787	7865	31.73	7847	7805	31.49	6525	26.32			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P083	18669	4945	26.49	4907	4887	26.18	4262	22.83			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P084	10796	2592	24.01	2586	2577	23.87	2304	21.34			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P085	31048	8813	28.39	8795	8749	28.18	5781	18.62			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P086	4645	1449	31.19	1446	1439	30.98	1272	27.38			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P087	60	11	18.33	6	0	0	0	0			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P088	10466	3727	35.61	3722	3708	35.43	3153	30.13			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P089	18018	6563	36.42	6540	6514	36.15	5512	30.59			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P090	25395	8326	32.79	8285	8218	32.36	6097	24.01			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P091	54010	17500	32.4	17435	17327	32.08	12167	22.53			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P092	7396	2561	34.63	2537	2520	34.07	1938	26.2			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P093	16173	2713	16.77	2706	2689	16.63	2357	14.57			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P094	10168	2459	24.18	2452	2433	23.93	2089	20.54			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P095	15726	4589	29.18	4587	4550	28.93	3914	24.89			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P096	41631	9716	23.34	9694	9625	23.12	8074	19.39			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P097	77196	20834	26.99	20770	20588	26.67	15147	19.62			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P098	35755	8472	23.69	8454	8333	23.31	6365	17.8			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P099	9322	3397	36.44	3389	3353	35.97	2782	29.84			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P100	60524	9242	15.27	9095	8986	14.85	6869	11.35			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P101	103278	32040	31.02	31934	31578	30.58	20625	19.97			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P102	169072	64195	37.97	64034	63704	37.68	44627	26.4			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P103	23174	7714	33.29	7694	7644	32.99	5648	24.37			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P104	17405	3966	22.79	3942	3903	22.42	3215	18.47			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P105	24820	8978	36.17	8965	8917	35.93	7413	29.87			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P106	25605	8608	33.62	8586	8561	33.43	6984	27.28			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P107	28559	9292	32.54	9269	9179	32.14	7084	24.8			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P108	133	22	16.54	21	18	13.53	0	0			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P109	29095	9229	31.72	9218	9165	31.5	7626	26.21			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P110	11315	3566	31.52	3558	3528	31.18	3056	27.01			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P111	14729	4105	27.87	4098	4079	27.69	3467	23.54			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P112	7661	2316	30.23	2310	2284	29.81	1985	25.91			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P113	8789	2337	26.59	2335	2323	26.43	2085	23.72			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P114	21481	6067	28.24	6060	6026	28.05	5362	24.96			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P115	32912	10992	33.4	10981	10943	33.25	8103	24.62			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P116	8675	2719	31.34	2714	2708	31.22	2330	26.86			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P117	11477	3395	29.58	3388	3382	29.47	3014	26.26			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P118	20223	3249	16.07	3224	3204	15.84	2430	12.02			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P119	8094	1908	23.57	1902	1895	23.41	1498	18.51			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P120	43674	12383	28.35	12313	12074	27.65	9366	21.45			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P121	16308	5246	32.17	5225	5219	32	4481	27.48			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P122	18303	5778	31.57	5756	5740	31.36	4324	23.62			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P123	15257	5675	37.2	5663	5654	37.06	4821	31.6			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P124	4823	532	11.03	530	520	10.78	455	9.43			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P125	15792	4375	27.7	4368	4344	27.51	3788	23.99			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P126	18161	6068	33.41	6043	6026	33.18	5136	28.28			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P127	47033	14599	31.04	14559	14509	30.85	10590	22.52			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P128	57024	18281	32.06	18261	18115	31.77	14441	25.32			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P129	15420	4554	29.53	4548	4530	29.38	3649	23.66			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P130A	15915	2453	15.41	2447	2435	15.3	2060	12.94			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P130B	18832	2593	13.77	2591	2577	13.68	2249	11.94			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P131	1519	307	20.21	307	305	20.08	277	18.24			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P132	3314	728	21.97	726	724	21.85	611	18.44			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P133	11193	2838	25.36	2833	2825	25.24	2397	21.42			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P134	2270	409	18.02	405	404	17.8	358	15.77			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P135	21414	4675	21.83	4673	4662	21.77	3942	18.41			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
BR1P136	20220	6338	31.35	6275	6102	30.18	4525	22.38			NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
