sample-id	input	filtered	percentage of input passed filter	denoised	merged	percentage of input merged	non-chimeric	percentage of input non-chimeric	Date	Year	SampleType	Dosing	Time	Timeperiod	AM.PM	InfluentFlowgalpermin	WindSpeedmps	WindDirection	H2OUse	PercentCloudCover	Port	PSampleID	ImidAbsorbance	ImidConcentration	PyreAbsorbance	PyreConcentration	FilterVolmL	ConductivitymgL	TempC	Turbidityppm	Phosppm	Nitratesppm	DisO2ppm	Salinity	pH	avgImidppm	avgPyreppm	ImidConcentrationppm	PyreConcentrationppm	TurbidityppmSONDE	NitratesppmSONDE	DisO2ppmSONDE	SalinitySONDE	pHSONDE
B0445_S133	2693	2347	87.15	2036	1695	62.94	1616	60.01	9/13/19	2019	Water	Post	14:04:00	14:00:00	PM	10.9	3	W	0	10	1	P_0197	0.7635	-0.09722	0.60975	2.936874	290	1678	22.6	20	1.33	29	8.3	3	7.5	-0.08743	2.188426	NA	NA	NA	NA	NA	NA	NA
B0446_S134	12310	10884	88.42	9840	6001	48.75	5510	44.76	9/13/19	2019	Water	Post	14:04:00	14:00:00	PM	10.9	3	W	0	10	2	NA	NA	NA	NA	NA	260	1700	24.9	5	1.28	25.5	4.4	4	7.5	-0.08743	2.188426	NA	NA	NA	NA	NA	NA	NA
B0447_S135	14263	12815	89.85	11566	6978	48.92	6144	43.08	9/13/19	2019	Water	Post	14:04:00	14:00:00	PM	10.9	3	W	0	10	3	NA	NA	NA	NA	NA	240	1659	26.7	21	1.19	27	2.8	3	7.4	-0.08743	2.188426	NA	NA	NA	NA	NA	NA	NA
B0448_S136	17436	15471	88.73	14089	8658	49.66	7686	44.08	9/13/19	2019	Water	Post	14:04:00	14:00:00	PM	10.9	3	W	0	10	4	P_0198	0.749	-0.07764	0.6629	1.439978	780	1699	23.4	4	1.18	29.1	6.1	3	7.4	-0.08743	2.188426	NA	NA	NA	NA	NA	NA	NA
B0449_S137	1671	1461	87.43	1260	1105	66.13	1057	63.26	9/13/19	2019	Water	Post	17:07:00	17:00:00	PM	10.4	1.9	W	0	5	1	P_0199	0.7785	-0.11705	0.68135	1.066637	310	1702	23.2	13	1.43	23.9	7	3	7.5	-0.124565	2.145871	NA	NA	NA	NA	NA	NA	NA
B0450_S138	17762	15808	89	14427	9408	52.97	8479	47.74	9/13/19	2019	Water	Post	17:07:00	17:00:00	PM	10.4	1.9	W	0	5	2	NA	NA	NA	NA	NA	160	1675	25.7	23	1.32	22.5	3.5	3	7.4	-0.124565	2.145871	NA	NA	NA	NA	NA	NA	NA
B0451_S139	10990	9737	88.6	8666	5003	45.52	4547	41.37	9/13/19	2019	Water	Post	17:07:00	17:00:00	PM	10.4	1.9	W	0	5	3	NA	NA	NA	NA	NA	180	1718	22.8	36	1.19	24.4	2.6	2.5	7.4	-0.124565	2.145871	NA	NA	NA	NA	NA	NA	NA
B0452_S140	10784	9641	89.4	9163	8618	79.91	8348	77.41	9/13/19	2019	Water	Post	17:07:00	17:00:00	PM	10.4	1.9	W	0	5	4	P_0200	0.7901	-0.13208	0.6019	3.225105	540	1671	21.3	17	1.15	26.4	2.4	1.5	7.5	-0.124565	2.145871	NA	NA	NA	NA	NA	NA	NA
B0453_S141	123218	108779	88.28	103923	71857	58.32	58230	47.26	9/14/19	2019	Water	Post	8:09:00	8:00:00	AM	0	0	NA	7.8	0	1	P_0201	0.7712	-0.10745	0.60365	3.159074	200	1684	20.5	57	1.17	24.6	1.4	4	7.5	-0.08867	3.040017	NA	NA	NA	NA	NA	NA	NA
B0454_S142	6727	5727	85.13	5184	3701	55.02	3434	51.05	9/14/19	2019	Water	Post	8:09:00	8:00:00	AM	0	0	NA	7.8	0	2	NA	NA	NA	NA	NA	120	1685	19.3	33	1.12	20.9	1.3	3.5	7.5	-0.08867	3.040017	NA	NA	NA	NA	NA	NA	NA
B0455_S143	12378	11026	89.08	9831	6052	48.89	5481	44.28	9/14/19	2019	Water	Post	8:09:00	8:00:00	AM	0	0	NA	7.8	0	3	NA	NA	NA	NA	NA	80	1685	19.9	26	0.97	25.9	2.7	3.5	7.4	-0.08867	3.040017	NA	NA	NA	NA	NA	NA	NA
B0456_S144	13722	12061	87.9	10944	6790	49.48	5981	43.59	9/14/19	2019	Water	Post	8:09:00	8:00:00	AM	0	0	NA	7.8	0	4	P_0202	0.74335	-0.06989	0.6102	2.92096	300	1670	19.8	17	1.08	33	1.9	2	7.5	-0.08867	3.040017	NA	NA	NA	NA	NA	NA	NA
B0457_S145	13285	11853	89.22	10738	6691	50.37	6030	45.39	9/14/19	2019	Water	Post	11:05:00	11:00:00	AM	0	3.8	W	7.8	0	1	P_0203	0.77955	-0.11842	0.67555	1.177392	300	1702	20.6	48	1.38	31.4	3.3	4	7.5	-0.10645	2.286593	NA	NA	NA	NA	NA	NA	NA
B0458_S146	10051	8650	86.06	7860	5383	53.56	4977	49.52	9/14/19	2019	Water	Post	11:05:00	11:00:00	AM	0	3.8	W	7.8	0	2	NA	NA	NA	NA	NA	300	1710	23.9	10	1.17	49	3.9	5	7.5	-0.10645	2.286593	NA	NA	NA	NA	NA	NA	NA
B0459_S147	16080	14330	89.12	12938	8085	50.28	7334	45.61	9/14/19	2019	Water	Post	11:05:00	11:00:00	AM	0	3.8	W	7.8	0	3	NA	NA	NA	NA	NA	180	1685	27.1	32	1.1	59.2	2.4	3	7.6	-0.10645	2.286593	NA	NA	NA	NA	NA	NA	NA
B0460_S148	26218	23160	88.34	21297	13243	50.51	11866	45.26	9/14/19	2019	Water	Post	11:05:00	11:00:00	AM	0	3.8	W	7.8	0	4	P_0204	0.76145	-0.09448	0.5975	3.395794	300	1675	26.8	14	1.11	36.2	1.4	3	7.5	-0.10645	2.286593	NA	NA	NA	NA	NA	NA	NA
B0461_S149	11270	9901	87.85	8957	5331	47.3	4674	41.47	9/14/19	2019	Water	Post	14:28:00	14:00:00	PM	0	3.8	W	0	20	1	P_0205	0.7541	-0.08457	0.60785	3.00478	120	1722	20.9	38	1.4	57.6	2.2	4	7.5	-0.064675	2.6718885	NA	NA	NA	NA	NA	NA	NA
B0462_S150	9328	8191	87.81	7330	4238	45.43	3829	41.05	9/14/19	2019	Water	Post	14:28:00	14:00:00	PM	0	3.8	W	0	20	2	NA	NA	NA	NA	NA	180	1720	20.6	41	1.16	NA	3	3	7.5	-0.064675	2.6718885	NA	NA	NA	NA	NA	NA	NA
B0463_S151	13762	12072	87.72	10853	6675	48.5	6037	43.87	9/14/19	2019	Water	Post	14:28:00	14:00:00	PM	0	3.8	W	0	20	3	NA	NA	NA	NA	NA	170	1541	20.7	25	1.2	58.4	3	4	7.5	-0.064675	2.6718885	NA	NA	NA	NA	NA	NA	NA
B0464_S152	16491	14701	89.15	13336	8418	51.05	7635	46.3	9/14/19	2019	Water	Post	14:28:00	14:00:00	PM	0	3.8	W	0	20	4	P_0206	0.72535	-0.04478	0.62805	2.338997	300	1681	21.5	13	1.08	52	3	2	7.5	-0.064675	2.6718885	NA	NA	NA	NA	NA	NA	NA
B0465_S153	10737	9503	88.51	8508	5361	49.93	4896	45.6	9/14/19	2019	Water	Post	17:16:00	17:00:00	PM	0	2.6	W	0	3	1	P_0207	0.76635	-0.10102	0.61735	2.67657	180	1617	23.4	4	1.42	57.6	5.9	2	7.5	-0.082035	2.9680205	NA	NA	NA	NA	NA	NA	NA
B0466_S154	15441	13683	88.61	12196	7353	47.62	6624	42.9	9/14/19	2019	Water	Post	17:16:00	17:00:00	PM	0	2.6	W	0	3	2	NA	NA	NA	NA	NA	120	1703	20.8	40	1.39	67.2	5.3	2	7.5	-0.082035	2.9680205	NA	NA	NA	NA	NA	NA	NA
B0467_S155	11211	9768	87.13	8691	5230	46.65	4810	42.9	9/14/19	2019	Water	Post	17:16:00	17:00:00	PM	0	2.6	W	0	3	3	NA	NA	NA	NA	NA	120	1649	23.7	11	1.34	64.8	4.1	2	7.5	-0.082035	2.9680205	NA	NA	NA	NA	NA	NA	NA
SB0087_S1	15	8	53.33	4	0	0	0	0	7/15/19	2019	Sediment	Pre	11:00:00	11:00:00	AM	0	3.2	W	0	0	3	NA	NA	NA	NA	NA	40	5059	19.3	202	0.71	17.6	6.2	1	NA	0.5665365	0.049722	NA	NA	NA	NA	NA	NA	NA
SB0088_S2	8320	6994	84.06	6192	3772	45.34	3421	41.12	7/15/19	2019	Sediment	Pre	11:00:00	11:00:00	AM	0	3.2	W	0	0	4	P_0052	0.364	0.111707	0.8995	0.051211	70	4590	18.6	88	0.91	17.6	3.5	0	NA	0.5665365	0.049722	NA	NA	NA	NA	NA	NA	NA
SB0089_S3	2262	1658	73.3	1381	1104	48.81	1088	48.1	7/15/19	2019	Sediment	Pre	14:00:00	14:00:00	PM	0	3.8	SW	0	0	1	P_0053	0.297	0.302018	0.9545	-0.23064	110	1726	23.5	49	0.32	17.2	6.7	0	NA	0.150304	-0.127095	NA	NA	NA	NA	NA	NA	NA
SB0090_S4	4548	2932	64.47	2604	2133	46.9	1995	43.87	7/15/19	2019	Sediment	Pre	14:00:00	14:00:00	PM	0	3.8	SW	0	0	2	NA	NA	NA	NA	NA	45	1653	24.3	83	0.77	19.6	6.4	0	NA	0.150304	-0.127095	NA	NA	NA	NA	NA	NA	NA
SB0091_S5	37567	33302	88.65	31255	22148	58.96	19069	50.76	7/15/19	2019	Sediment	Pre	14:00:00	14:00:00	PM	0	3.8	SW	0	0	3	NA	NA	NA	NA	NA	30	3550	22.3	143	0.7	19.8	8.7	0	NA	0.150304	-0.127095	NA	NA	NA	NA	NA	NA	NA
SB0092_S6	891	737	82.72	616	513	57.58	489	54.88	7/15/19	2019	Sediment	Pre	14:00:00	14:00:00	PM	0	3.8	SW	0	0	4	P_0054	0.4095	-0.00141	0.9125	-0.02355	75	3841	21.5	55	0.89	22.2	5.1	0	NA	0.150304	-0.127095	NA	NA	NA	NA	NA	NA	NA
SB0093_S7	13619	12189	89.5	11188	8037	59.01	7501	55.08	7/15/19	2019	Sediment	Pre	17:00:00	17:00:00	PM	0	3.3	SW	0	0	1	P_0055	0.321	0.230366	0.9185	-0.05625	100	1726	26.1	56	1.77	24.8	5.8	0	NA	0.191053	-0.037125	NA	NA	NA	NA	NA	NA	NA
SB0094_S8	10546	8770	83.16	8019	5736	54.39	5330	50.54	7/15/19	2019	Sediment	Pre	17:00:00	17:00:00	PM	0	3.3	SW	0	0	2	NA	NA	NA	NA	NA	85	1679	27.2	59	0.86	32.2	4.9	0	NA	0.191053	-0.037125	NA	NA	NA	NA	NA	NA	NA
SB0095_S9	13512	12144	89.88	11158	7760	57.43	6889	50.98	7/15/19	2019	Sediment	Pre	17:00:00	17:00:00	PM	0	3.3	SW	0	0	3	NA	NA	NA	NA	NA	35	1618	24.9	206	0.84	19.6	14.2	0	NA	0.191053	-0.037125	NA	NA	NA	NA	NA	NA	NA
SB0096_S10	8146	7012	86.08	6348	4360	53.52	4093	50.25	7/15/19	2019	Sediment	Pre	17:00:00	17:00:00	PM	0	3.3	SW	0	0	4	P_0056	0.349	0.15174	0.9115	-0.018	70	1022	24.3	75	1.26	26	4.2	0	NA	0.191053	-0.037125	NA	NA	NA	NA	NA	NA	NA
SB0097_S11	16572	13474	81.31	12358	8494	51.26	7801	47.07	7/16/19	2019	Sediment	Pre	8:00:00	8:00:00	AM	0	2.9	W	0	95	1	P_0057	0.2685	0.392544	0.9095	-0.00679	94	3781	18.6	117	1.02	17	7.3	2	NA	0.184502	-0.07492	NA	NA	NA	NA	NA	NA	NA
SB0098_S12	12585	9773	77.66	9033	6726	53.44	6284	49.93	7/16/19	2019	Sediment	Pre	8:00:00	8:00:00	AM	0	2.9	W	0	95	2	NA	NA	NA	NA	NA	70	1710	19.7	85	0.86	9.4	4.8	2.5	NA	0.184502	-0.07492	NA	NA	NA	NA	NA	NA	NA
SB0099_S13	9261	7808	84.31	7116	5424	58.57	5033	54.35	7/16/19	2019	Sediment	Pre	8:00:00	8:00:00	AM	0	2.9	W	0	95	3	NA	NA	NA	NA	NA	40	4196	20.4	228	1.37	9.4	7.1	3	NA	0.184502	-0.07492	NA	NA	NA	NA	NA	NA	NA
SB0100_S14	10923	9451	86.52	8591	5903	54.04	5503	50.38	7/16/19	2019	Sediment	Pre	8:00:00	8:00:00	AM	0	2.9	W	0	95	4	P_0058	0.419	-0.02354	0.9355	-0.14305	80	1444	18.7	94	0.88	12	6	3	NA	0.184502	-0.07492	NA	NA	NA	NA	NA	NA	NA
SB0101_S15	14539	12861	88.46	11825	7861	54.07	7043	48.44	7/16/19	2019	Sediment	Pre	11:00:00	11:00:00	AM	0	2.6	W	0	100	1	P_0059	0.358	0.12755	0.894	0.084542	68	1585	18.9	149	0.73	11.6	7.2	2	NA	0.1362595	0.0619445	NA	NA	NA	NA	NA	NA	NA
SB0102_S16	4659	4020	86.28	3575	2620	56.24	2484	53.32	7/16/19	2019	Sediment	Pre	11:00:00	11:00:00	AM	0	2.6	W	0	100	2	NA	NA	NA	NA	NA	77	1630	20.3	74	0.91	12.8	4.1	2	NA	0.1362595	0.0619445	NA	NA	NA	NA	NA	NA	NA
SB0103_S17	8836	7633	86.39	6997	5126	58.01	4620	52.29	7/16/19	2019	Sediment	Pre	11:00:00	11:00:00	AM	0	2.6	W	0	100	3	NA	NA	NA	NA	NA	35	1610	20.8	186	0.92	5	8.2	2.5	NA	0.1362595	0.0619445	NA	NA	NA	NA	NA	NA	NA
SB0104_S18	6340	5505	86.83	4910	3266	51.51	2981	47.02	7/16/19	2019	Sediment	Pre	11:00:00	11:00:00	AM	0	2.6	W	0	100	4	P_0060	0.3515	0.144969	0.9015	0.039347	92	1620	20	67	0.71	7.2	4.8	3	NA	0.1362595	0.0619445	NA	NA	NA	NA	NA	NA	NA
SB0105_S19	7148	5513	77.13	4861	2743	38.37	2471	34.57	7/16/19	2019	Sediment	Pre	14:00:00	14:00:00	PM	0	3.9	W	0	0	1	P_0061	0.3135	0.252323	0.876	0.201192	58	1631	21.9	56	0.94	11	5.1	2	NA	0.172269	0.174533	NA	NA	NA	NA	NA	NA	NA
SB0106_S20	7594	4414	58.12	3756	2081	27.4	1757	23.14	7/16/19	2019	Sediment	Pre	14:00:00	14:00:00	PM	0	3.9	W	0	0	2	NA	NA	NA	NA	NA	50	1675	23.4	55	0.78	7.2	8.3	2	NA	0.172269	0.174533	NA	NA	NA	NA	NA	NA	NA
SB0107_S21	8386	7286	86.88	6398	4037	48.14	3530	42.09	7/16/19	2019	Sediment	Pre	14:00:00	14:00:00	PM	0	3.9	W	0	0	3	NA	NA	NA	NA	NA	31	1725	23.1	72	0.91	7.2	6.9	1	NA	0.172269	0.174533	NA	NA	NA	NA	NA	NA	NA
SB0108_S22	7621	6258	82.12	5554	3226	42.33	2973	39.01	7/16/19	2019	Sediment	Pre	14:00:00	14:00:00	PM	0	3.9	W	0	0	4	P_0062	0.3715	0.092215	0.884	0.147874	70	1576	22.2	94	0.8	8.4	3.8	2	NA	0.172269	0.174533	NA	NA	NA	NA	NA	NA	NA
SB0109_S23	10428	9142	87.67	8095	5359	51.39	4914	47.12	7/16/19	2019	Sediment	Pre	17:00:00	17:00:00	PM	0	3.5	SW	0	5	1	P_0063	0.3415	0.172294	1.004	-0.41907	65	1607	23.5	43	1.1	30.4	7.1	1	NA	0.161338	-0.482615	NA	NA	NA	NA	NA	NA	NA
SB0110_S24	9183	7473	81.38	6737	4244	46.22	3772	41.08	7/16/19	2019	Sediment	Pre	17:00:00	17:00:00	PM	0	3.5	SW	0	5	2	NA	NA	NA	NA	NA	35	1543	26	92	0.87	10.4	6.2	1	NA	0.161338	-0.482615	NA	NA	NA	NA	NA	NA	NA
SB0111_S25	3847	3313	86.12	2876	1854	48.19	1636	42.53	7/16/19	2019	Sediment	Pre	17:00:00	17:00:00	PM	0	3.5	SW	0	5	3	NA	NA	NA	NA	NA	18	1529	26	335	0.75	11	NA	1	NA	0.161338	-0.482615	NA	NA	NA	NA	NA	NA	NA
SB0112_S26	5726	4977	86.92	4562	3723	65.02	3504	61.19	7/16/19	2019	Sediment	Pre	17:00:00	17:00:00	PM	0	3.5	SW	0	5	4	P_0064	0.3495	0.150382	1.0475	-0.54616	70	1622	23.2	59	0.79	12	5	0	NA	0.161338	-0.482615	NA	NA	NA	NA	NA	NA	NA
SB0113_S27	11986	10619	88.6	9652	6050	50.48	5331	44.48	7/17/19	2019	Sediment	Pre	8:00:00	8:00:00	AM	0	1	W	0	100	1	P_0065	0.3	0.292838	1.024	-0.48141	95	1572	18.5	87	1.77	5.6	5.1	2.5	NA	0.164302	-0.337015	NA	NA	NA	NA	NA	NA	NA
SB0114_S28	835	698	83.59	574	386	46.23	364	43.59	7/17/19	2019	Sediment	Pre	8:00:00	8:00:00	AM	0	1	W	0	100	2	NA	NA	NA	NA	NA	64	1400	20	143	1.04	3	NA	3	NA	0.164302	-0.337015	NA	NA	NA	NA	NA	NA	NA
SB0115_S29	111	93	83.78	23	3	2.7	3	2.7	7/17/19	2019	Sediment	Pre	8:00:00	8:00:00	AM	0	1	W	0	100	3	NA	NA	NA	NA	NA	25	1195	19.6	346	0.86	2.2	NA	3	NA	0.164302	-0.337015	NA	NA	NA	NA	NA	NA	NA
SB0116_S30	18476	16079	87.03	14850	9684	52.41	8432	45.64	7/17/19	2019	Sediment	Pre	8:00:00	8:00:00	AM	0	1	W	0	100	4	P_0066	0.394	0.035766	0.946	-0.19262	140	1612	20.5	53	0.99	3.8	3	3.5	NA	0.164302	-0.337015	NA	NA	NA	NA	NA	NA	NA
SB0117_S31	20583	18169	88.27	16577	9717	47.21	8119	39.45	7/17/19	2019	Sediment	Pre	11:00:00	11:00:00	AM	0	1.6	W	0	10	1	P_0067	0.3215	0.228916	1.0185	-0.46497	44	3424	21.4	129	0.97	3.4	3.5	2	NA	0.2376725	-0.497705	NA	NA	NA	NA	NA	NA	NA
SB0118_S32	11829	10375	87.71	9765	7009	59.25	5267	44.53	7/17/19	2019	Sediment	Pre	11:00:00	11:00:00	AM	0	1.6	W	0	10	2	NA	NA	NA	NA	NA	40	1420	22.2	137	0.76	2.8	4	2	NA	0.2376725	-0.497705	NA	NA	NA	NA	NA	NA	NA
SB0119_S33	39368	34311	87.15	31935	18699	47.5	12398	31.49	7/17/19	2019	Sediment	Pre	11:00:00	11:00:00	AM	0	1.6	W	0	10	3	NA	NA	NA	NA	NA	25	1558	21.8	266	0.84	1.8	9.8	2	NA	0.2376725	-0.497705	NA	NA	NA	NA	NA	NA	NA
SB0121_S35	10607	8125	76.6	7235	4133	38.96	3631	34.23	7/17/19	2019	Sediment	Pre	14:00:00	14:00:00	PM	0	5.7	W	0	15	1	P_0069	0.2855	0.337815	0.9975	-0.39724	115	1521	23.3	42	1.25	1.7	6	2	NA	0.235348	-0.2006	NA	NA	NA	NA	NA	NA	NA
SB0122_S36	22096	19507	88.28	17965	11271	51.01	9657	43.7	7/17/19	2019	Sediment	Pre	14:00:00	14:00:00	PM	0	5.7	W	0	15	2	NA	NA	NA	NA	NA	45	1342	23.4	87	1.16	1.8	6.2	2	NA	0.235348	-0.2006	NA	NA	NA	NA	NA	NA	NA
SB0123_S37	15550	13575	87.3	12348	7355	47.3	6425	41.32	7/17/19	2019	Sediment	Pre	14:00:00	14:00:00	PM	0	5.7	W	0	15	3	NA	NA	NA	NA	NA	25	1517	23.1	197	1.1	1.1	12.5	1	NA	0.235348	-0.2006	NA	NA	NA	NA	NA	NA	NA
SB0124_S38	73	32	43.84	14	6	8.22	6	8.22	7/17/19	2019	Sediment	Pre	14:00:00	14:00:00	PM	0	5.7	W	0	15	4	P_0070	0.356	0.132881	0.909	-0.00396	80	1503	22.2	52	1.03	3.4	5.9	1	NA	0.235348	-0.2006	NA	NA	NA	NA	NA	NA	NA
SB0125_S39	11902	10333	86.82	9312	5344	44.9	4608	38.72	7/17/19	2019	Sediment	Pre	17:00:00	17:00:00	PM	0	3	W	0	90	1	P_0071	0.3015	0.288272	1.0725	-0.60619	85	1551	23.5	81	1.14	7.5	5.5	2	NA	0.2549815	-0.65651	NA	NA	NA	NA	NA	NA	NA
SB0126_S40	13351	11874	88.94	10779	6496	48.66	5466	40.94	7/17/19	2019	Sediment	Pre	17:00:00	17:00:00	PM	0	3	W	0	90	2	NA	NA	NA	NA	NA	88	1553	23.9	146	0.86	1.4	5.2	1	NA	0.2549815	-0.65651	NA	NA	NA	NA	NA	NA	NA
SB0128_S42	1	0	0	0	0	0	0	0	7/17/19	2019	Sediment	Pre	17:00:00	17:00:00	PM	0	3	W	0	90	4	P_0072	0.324	0.221691	1.1245	-0.70683	40	1548	21.9	62	1.59	0.2	3.5	1	NA	0.2549815	-0.65651	NA	NA	NA	NA	NA	NA	NA
SB0129_S43	6228	4649	74.65	4189	2947	47.32	2714	43.58	7/18/19	2019	Sediment	Pre	8:00:00	8:00:00	AM	200	0	NA	0	100	1	P_0073	0.285	0.339394	0.923	-0.08004	90	1632	21	57	1.51	3	5.5	2	7.4	0.1809055	0.0371835	NA	NA	NA	NA	NA	NA	NA
SB0130_S44	14516	12666	87.26	11724	7847	54.06	6455	44.47	7/18/19	2019	Sediment	Pre	8:00:00	8:00:00	AM	200	0	NA	0	100	2	NA	NA	NA	NA	NA	54	1721	22.8	121	1.92	1.6	7.1	2	7.3	0.1809055	0.0371835	NA	NA	NA	NA	NA	NA	NA
SB0131_S45	12479	10549	84.53	9868	7522	60.28	6803	54.52	7/18/19	2019	Sediment	Pre	8:00:00	8:00:00	AM	200	0	NA	0	100	3	NA	NA	NA	NA	NA	24	2894	23	385	1.1	3.6	NA	2.5	7.3	0.1809055	0.0371835	NA	NA	NA	NA	NA	NA	NA
SB0132_S46	13766	12098	87.88	11123	7036	51.11	6068	44.08	7/18/19	2019	Sediment	Pre	8:00:00	8:00:00	AM	200	0	NA	0	100	4	P_0074	0.3995	0.022417	0.883	0.154407	70	1584	22.3	94	0.31	2	4.1	2	7.3	0.1809055	0.0371835	NA	NA	NA	NA	NA	NA	NA
SB0133_S47	9835	8445	85.87	7785	5250	53.38	4477	45.52	7/18/19	2019	Sediment	Pre	11:14:00	11:00:00	AM	200	1.8	W	0	60	1	P_0075	0.349	0.15174	0.866	0.271336	50	1559	18.5	102	1.29	1.4	NA	1.5	7.4	0.1917785	-0.005997	NA	NA	NA	NA	NA	NA	NA
SB0134_S48	6677	5850	87.61	5094	2940	44.03	2548	38.16	7/18/19	2019	Sediment	Pre	11:14:00	11:00:00	AM	200	1.8	W	0	60	2	NA	NA	NA	NA	NA	45	1630	20.8	65	1.06	2.8	NA	1	7.8	0.1917785	-0.005997	NA	NA	NA	NA	NA	NA	NA
SB0135_S49	11252	9646	85.73	8639	4819	42.83	4136	36.76	7/18/19	2019	Sediment	Pre	11:14:00	11:00:00	AM	200	1.8	W	0	60	3	NA	NA	NA	NA	NA	25	1675	22.3	216	1.19	2	NA	1	7.3	0.1917785	-0.005997	NA	NA	NA	NA	NA	NA	NA
SB0136_S50	1	0	0	0	0	0	0	0	7/18/19	2019	Sediment	Pre	11:14:00	11:00:00	AM	200	1.8	W	0	60	4	P_0076	0.3205	0.231817	0.967	-0.28333	70	1650	22.4	80	1.32	2.2	NA	1.5	7.3	0.1917785	-0.005997	NA	NA	NA	NA	NA	NA	NA
SB0137_S51	13177	9651	73.24	8659	5129	38.92	4421	33.55	7/18/19	2019	Sediment	Pre	14:00:00	14:00:00	PM	200	4	W	0	25	1	P_0077	0.2715	0.382726	1.0715	-0.60395	75	1344	24.7	59	1.74	3.4	NA	3	7.3	0.255138	-0.30818	NA	NA	NA	NA	NA	NA	NA
SB0138_S52	15376	13472	87.62	12315	7592	49.38	6442	41.9	7/18/19	2019	Sediment	Pre	14:00:00	14:00:00	PM	200	4	W	0	25	2	NA	NA	NA	NA	NA	55	1537	24.2	77	1.19	1.1	NA	2	7.3	0.255138	-0.30818	NA	NA	NA	NA	NA	NA	NA
SB0139_S53	11309	9629	85.14	8464	4846	42.85	4259	37.66	7/18/19	2019	Sediment	Pre	14:00:00	14:00:00	PM	200	4	W	0	25	3	NA	NA	NA	NA	NA	30	1539	24.5	134	1.29	2.3	NA	0	7.4	0.255138	-0.30818	NA	NA	NA	NA	NA	NA	NA
SB0140_S54	13185	11609	88.05	10474	6174	46.83	5318	40.33	7/18/19	2019	Sediment	Pre	14:00:00	14:00:00	PM	200	4	W	0	25	4	P_0078	0.358	0.12755	0.9105	-0.01241	110	2287	23	42	1.44	1	NA	0	7.5	0.255138	-0.30818	NA	NA	NA	NA	NA	NA	NA
SB0141_S55	11931	10228	85.73	9064	5107	42.8	4463	37.41	7/18/19	2019	Sediment	Pre	17:00:00	17:00:00	PM	200	5	W	0	90	1	P_0079	0.349	0.15174	1.0505	-0.55382	55	1549	23	67	1.59	2.5	NA	1.5	7.2	0.120691	-0.5487	NA	NA	NA	NA	NA	NA	NA
SB0142_S56	15176	13290	87.57	11997	7029	46.32	5885	38.78	7/18/19	2019	Sediment	Pre	17:00:00	17:00:00	PM	200	5	W	0	90	2	NA	NA	NA	NA	NA	70	1595	22.6	115	1.22	2	NA	1	7.2	0.120691	-0.5487	NA	NA	NA	NA	NA	NA	NA
SB0143_S57	16444	12465	75.8	10895	5638	34.29	4930	29.98	7/18/19	2019	Sediment	Pre	17:00:00	17:00:00	PM	200	5	W	0	90	3	NA	NA	NA	NA	NA	25	1621	22.5	407	1.23	1.8	NA	1	7.2	0.120691	-0.5487	NA	NA	NA	NA	NA	NA	NA
SB0144_S58	13941	9715	69.69	8640	4594	32.95	4030	28.91	7/18/19	2019	Sediment	Pre	17:00:00	17:00:00	PM	200	5	W	0	90	4	P_0080	0.3725	0.089642	1.0465	-0.54358	55	1650	22	91	1.4	1.6	NA	1	7.5	0.120691	-0.5487	NA	NA	NA	NA	NA	NA	NA
SB0145_S59	12522	10891	86.97	10061	6348	50.69	5364	42.84	7/19/19	2019	Sediment	Pre	8:00:00	8:00:00	AM	53	2	W	6	100	1	P_0081	0.2955	0.306632	1.0835	-0.63003	300	3801	15.9	16	1.28	51	5.1	2.5	7.5	0.058071	-0.56226	NA	NA	NA	NA	NA	NA	NA
SB0146_S60	20011	17109	85.5	15678	9025	45.1	7440	37.18	7/19/19	2019	Sediment	Pre	8:00:00	8:00:00	AM	53	2	W	6	100	2	NA	NA	NA	NA	NA	100	1547	15.9	55	1.39	28.8	5.3	2	7.4	0.058071	-0.56226	NA	NA	NA	NA	NA	NA	NA
SB0147_S61	13986	12178	87.07	11137	7035	50.3	6002	42.91	7/19/19	2019	Sediment	Pre	8:00:00	8:00:00	AM	53	2	W	6	100	3	NA	NA	NA	NA	NA	90	1558	17	71	1.25	31.8	5.6	2	7.6	0.058071	-0.56226	NA	NA	NA	NA	NA	NA	NA
SB0148_S62	12088	10320	85.37	9316	5429	44.91	4620	38.22	7/19/19	2019	Sediment	Pre	8:00:00	8:00:00	AM	53	2	W	6	100	4	P_0082	0.4985	-0.19049	1.0285	-0.49449	230	3451	15.8	22	1.29	17.4	10	1	7.8	0.058071	-0.56226	NA	NA	NA	NA	NA	NA	NA
SB0149_S63	14123	12534	88.75	11133	6597	46.71	5915	41.88	7/19/19	2019	Sediment	Pre	11:10:00	11:00:00	AM	25.9	3	W	0	100	1	P_0083	0.4365	-0.06302	0.9295	-0.11336	230	1614	15.1	3	1.36	47.6	3.8	1	7.4	0.082948	-0.224775	NA	NA	NA	NA	NA	NA	NA
SB0150_S64	10000	8484	84.84	7553	4146	41.46	3564	35.64	7/19/19	2019	Sediment	Pre	11:10:00	11:00:00	AM	25.9	3	W	0	100	2	NA	NA	NA	NA	NA	165	1560	15.5	16	1.93	42.2	2.8	1.5	7.4	0.082948	-0.224775	NA	NA	NA	NA	NA	NA	NA
